Contaminacion,Empresa
"SOLIDOS EN SUSPENSION,MAXAM U.E.B."
"SOLIDOS EN SUSPENSION,ARCELORMITTAL GIPUZKOA"
"SOLIDOS EN SUSPENSION,GALVANIZADOS ARRATE"
"SOLIDOS EN SUSPENSION,INDUSTRIAS APERRIBAY"
"SOLIDOS EN SUSPENSION,INDUSTRIAS ARAMENDI"
"SOLIDOS EN SUSPENSION,CANDY HOOVER ELECTRODOMESTICOS"
"SOLIDOS EN SUSPENSION,TARABUSI"
"SOLIDOS EN SUSPENSION,COMPAÑIA NORTEÑA DE BEBIDAS GASEOSAS (NORBEGA)"
"SOLIDOS EN SUSPENSION,FORMICA"
"SOLIDOS EN SUSPENSION,INDUSTRIA DE TURBO PROPULSORES"
"SOLIDOS EN SUSPENSION,TALLER AUXILIAR DE GALVANOTECNIA ALAVESA"
"SOLIDOS EN SUSPENSION,MERCEDES-BENZ ESPAÑA"
"SOLIDOS EN SUSPENSION,JEZ SISTEMAS FERROVIARIOS"
"CROMO,SOGECAR"
"CROMO,TREFILADOS DE URBINA"
"CROMO,INDUSTRIA DE TURBO PROPULSORES"
"CROMO,PAPEL ARALAR"
"CROMO,FAES FARMA"
"CROMO,CELSA ATLANTIC"
"CROMO,PIROTECNIA LECEA"
"CROMO,BIONOR BERANTEVILLA"
"CROMO,SEBERIA BILBAINA"
"CROMO,LAMINADOS DE ARETXABALETA"
"CROMO,AMURRIO FERROCARRIL Y EQUIPOS"
"CROMO,LASCARAY"
"CROMO,BILBAINA DE ALQUITRANES"
"CROMO,INYECTAMETAL"
"DIURON,BILBAINA DE ALQUITRANES"
"DIURON,GARBIKER A.B. (S.A.)"
"DIURON,GARBIKER A.B. (S.A.)"
"DIURON,GARBIKER A.B. (S.A.)"
"DIURON,AYUNTAMIENTO DE VITORIA-GASTEIZ"
"DIURON,MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"DIURON,GENERAL QUIMICA"
"DIURON,CONSORCIO DE AGUAS BILBAO BIZKAIA"
"DIURON,MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"DIURON,CONSORCIO DE AGUAS BILBAO BIZKAIA"
"DIURON,BILBOKO UDALA - AYUNTAMIENTO DE BILBAO"
"DIURON,GARBIKER A.B. (S.A.)"
"SULFATOS,BIONOR BERANTEVILLA"
"SULFATOS,NUBIOLA PIGMENTOS"
"SULFATOS,ZEOLITAS DE ALAVA"
"SULFATOS,CELAYA EMPARANZA Y GALDOS INTERNACIONAL S.A."
"SULFATOS,CESPA CONTEN"
"SULFATOS,TREFILADOS DE URBINA"
"SULFATOS,EKONOR"
"SULFATOS,ELECTROQUIMICA DE HERNANI"
"SULFATOS,GALVANIZADOS ARRATE"
"SULFATOS,AMPO"
"SULFATOS,USIMEK BERGARA, SL"
"SULFATOS,MAXAM EUROPE"
"SULFATOS,MICHELIN ESPAÑA PORTUGAL"
"SULFATOS,ILARDUYA PRODUCTOS DE FUNDICION, S.L.U."
"SULFATOS,PEMCO ESMALTES"
"SULFATOS,BEFESA ZINC ASER"
"SULFATOS,MAXAM U.E.B."
"SULFATOS,INDUSTRIAS DIMO"
"SULFATOS,PAPRESA"
"SULFATOS,EKONOR"
"SULFATOS,FAGOR ELECTRODOMESTICOS"
"SULFATOS,ALCOA TRANSFORMACION DE PRODUCTOS"
"SULFATOS,TENNECO AUTOMOTIVE IBERICA"
"SULFATOS,INQUITEX"
"SULFATOS,CESPA GR"
"SULFATOS,UROLA KOSTAKO UDAL ELKARTEA"
"SULFATOS,MANCOMUNIDAD COMARCAL DE DEBABARRENA"
"SULFATOS,DEKITRA"
"SULFATOS,ARKEMA QUIMICA"
"SULFATOS,OBE HETTICH"
"SULFATOS,ONDULINE MATERIALES DE CONSTRUCCION"
"SULFATOS,AVICOLA GORROTXATEGI"
"SULFATOS,BIZKAIA ENERGIA"
"SULFATOS,TALLERES DE ESCORIAZA"
"SULFATOS,CROMADOS ARRIZABALAGA"
"SULFATOS,ASUA PRODUCTS"
"SULFATOS,TALLERES DE ESCORIAZA"
"SULFATOS,FAGOR EDERLAN"
"SULFATOS,FAES FARMA"
"SULFATOS,HIERROS EGUINO"
"SULFATOS,GENERAL QUIMICA"
"SULFATOS,QUINTON HAZELL ESPAÑA"
"SULFATOS,EVONIK SILQUIMICA"
"SULFATOS,SALICA INDUSTRIA ALIMENTARIA"
"SULFATOS,FMC-FORET"
"SULFATOS,PRODUCTOS TUBULARES"
"SULFATOS,GARBIKER A.B. (S.A.)"
"SULFATOS,PASTGUREN"
"SULFATOS,CESPA CONTEN"
"SULFATOS,INDUSTRIA AUXILIAR ALAVESA"
"SULFATOS,UROLA ERDIKO LAPATX ZABORTEGIA"
"SULFATOS,ARCELORMITTAL GIPUZKOA"
"SULFATOS,MANCOMUNIDAD DE SASIETA"
"SULFATOS,VASCONTAINER"
"SULFATOS,GARBIKER A.B. (S.A.)"
"SULFATOS,ECN CABLE GROUP"
"SULFATOS,MERCEDES-BENZ ESPAÑA"
"SULFATOS,AYUNTAMIENTO DE VITORIA-GASTEIZ"
"SULFATOS,ALGODONERA DE SAN ANTONIO INDUSTRIAL"
"SULFATOS,TUBACEX TUBOS INOXIDABLES"
"SULFATOS,GKN DRIVELINE ZUMAIA"
"SULFATOS,CROMADOS AZKOITIA"
"SULFATOS,S. IZAGUIRRE"
"SULFATOS,COMPAÑIA DE BEBIDAS PEPSICO"
"SULFATOS,ELMET"
"SULFATOS,ARKEMA QUIMICA"
"SULFATOS,GALVANOTECNIA Y DERIVADOS"
"SULFATOS,DEBAGOIENEKO MANKOMUNITATEA"
"SULFATOS,S.A. DE DESC. Y ELIMIN. DE RESID."
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,MICHELIN ESPAÑA PORTUGAL"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,PAPRESA"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,FUNDICIONES WIND ENERGY CASTINH"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,FAES FARMA"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,IBERDROLA GENERACION, S.A.U."
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,OLAZABAL Y HUARTE"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,CASTINOX"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,DIC COATINGS"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,BEFESA DESULFURACION"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,CELULOSAS DE HERNANI"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,SARRIOPAPEL Y CELULOSA"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,MOMENTIVE SPECIALTY CHEMICALS IBERICA"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,PIROTECNIA LECEA"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,DEKITRA"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,MUNKSJÖ PAPER"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,ARKEMA QUIMICA"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,CINTAS ADHESIVAS UBIS"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,OBE HETTICH"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,ALCOA TRANSFORMACION DE PRODUCTOS"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,CESPA CONTEN"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,GENERAL QUIMICA"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,BEFESA ZINC SONDIKA"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,KROSAKI AMR REFRACTARIOS S.A.U."
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,MIRVAT"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,MOMENTIVE SPECIALTY CHEMICALS ASUA, S.L."
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,MERCEDES-BENZ ESPAÑA"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,FAGOR EDERLAN"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,TUBACEX TUBOS INOXIDABLES"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,CELAYA EMPARANZA Y GALDOS INTERNACIONAL S.A."
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,PEMCO ESMALTES"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,EVONIK SILQUIMICA"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,EUSKAL KATAFORESIS"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,ARCELORMITTAL GIPUZKOA"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,PETROLEOS DEL NORTE"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,EKONOR"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,BILBOKO UDALA - AYUNTAMIENTO DE BILBAO"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,PAPEL ARALAR"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,JEZ SISTEMAS FERROVIARIOS"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,NUBIOLA PIGMENTOS"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,CESPA CONTEN"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,SIDENOR INDUSTRIAL"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,GKN DRIVELINE ZUMAIA"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,BILBOZINC"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,GARBIKER A.B. (S.A.)"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,IBERDROLA GENERACION, S.A.U."
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,ELECTROQUIMICA DE HERNANI"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,FUNDICIONES URBINA"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,NERVACERO"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,BEFESA ZINC AMOREBIETA"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,TALLERES DE ESCORIAZA"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,CORRUGADOS AZPEITIA"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,FAGOR EDERLAN"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,EKONOR"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,FAGOR ELECTRODOMESTICOS"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,INDUSTRIAS GALYCAS"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,INDUSTRIA AUXILIAR ALAVESA"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,RECUBRIMIENTOS ELECTROLITICOS CONDUCTORES"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,KIMBERLY CLARK"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,VASCONTAINER"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,SMURFIT KAPPA NERVION, S.A."
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,GARBIKER A.B. (S.A.)"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,INDUSTRIAS DIMO"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,AYUNTAMIENTO DE VITORIA-GASTEIZ"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,SIDENOR INDUSTRIAL"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,FAGOR EDERLAN"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,PRODUCTOS DE FUNDICION"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,PRODUCTOS TUBULARES"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,TRADEBE"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,ARCELORMITTAL GIPUZKOA"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,TALLERES DE ESCORIAZA"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,S. IZAGUIRRE"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,CELULOSAS MOLDEADAS"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,FUNDIAL"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,AMURRIO FERROCARRIL Y EQUIPOS"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,DOW CHEMICAL IBERICA"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,PAPELERA GUIPUZCOANA DE ZICUÑAGA, S.A."
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,BILBAINA DE ALQUITRANES"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,SARRIOPAPEL Y CELULOSA"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,GAMARRA, S.A."
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,ZF SACHS ESPAÑA"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,ARKEMA QUIMICA"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,HIDROELECTRICA IBERICA"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,ASUA PRODUCTS"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,TUBACEX TUBOS INOXIDABLES"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,ACERIA DE ALAVA,"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,PAPELERA DEL ORIA"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,PAPELERA DE AMAROZ"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,FAGOR ELECTRODOMESTICOS"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,DEGUISA"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,ONDULINE MATERIALES DE CONSTRUCCION"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,CROMADOS AZKOITIA"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,BIZKAIA ENERGIA"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,LAMINADOS LOSAL"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,PRODUCTOS TUBULARES"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,DEBAGOIENEKO MANKOMUNITATEA"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,SNA EUROPE INDUSTRIES IBERIA"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,COMPAÑIA NORTEÑA DE BEBIDAS GASEOSAS (NORBEGA)"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,RECUBRIMIENTOS GASTEIZ"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,RECUBRIMIENTOS GASTEIZ"
"COMPUESTOS ORGANOHALOGENADOS Y SUSTANCIAS QUE PUEDAN DAR ORIGEN A COMPUESTOS DE ESTA CLASE EN EL MEDIO ACUATICO,AYUNTAMIENTO DE VITORIA-GASTEIZ"
"ACEITES Y GRASAS MINERALES NO PERSISTENTES,FAES FARMA"
"ACEITES Y GRASAS MINERALES NO PERSISTENTES,ONDULINE MATERIALES DE CONSTRUCCION"
"COBRE Y SUS COMPUESTOS,PAPRESA"
"COBRE Y SUS COMPUESTOS,MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"COBRE Y SUS COMPUESTOS,GARBIKER A.B. (S.A.)"
"COBRE Y SUS COMPUESTOS,ACEROS INOXIDABLES OLARRA"
"COBRE Y SUS COMPUESTOS,JESUS OÑATE Y HERMANOS"
"COBRE Y SUS COMPUESTOS,FUNDICIONES GARBI"
"COBRE Y SUS COMPUESTOS,EKONOR"
"COBRE Y SUS COMPUESTOS,IRIZAR"
"COBRE Y SUS COMPUESTOS,BILBOZINC"
"COBRE Y SUS COMPUESTOS,TENNECO AUTOMOTIVE IBERICA"
